species,scientific name,type,english name,english_name
Clinopodium vulgare,Clinopodium vulgare,Angiosperm,Wild Basil,Wild Basil
Cochlearia,Cochlearia,Angiosperm,Scurvy grasses,Scurvy grasses
Cochlearia anglica,Cochlearia anglica,Angiosperm,English Scurvygrass,English Scurvygrass
Cochlearia danica,Cochlearia danica,Angiosperm,Danish Scurvygrass,Danish Scurvygrass
Cochlearia micacea,Cochlearia micacea,Angiosperm,Mountain Scurvygrass,Mountain Scurvygrass
Cochlearia officinalis,Cochlearia officinalis,Angiosperm,Common Scurvygrass,Common Scurvygrass
Cochlearia pyrenaica,Cochlearia pyrenaica,Angiosperm,Pyrenean Scurvygrass,Pyrenean Scurvygrass
Cochlearia pyrenaica x officinalis,Cochlearia pyrenaica x officinalis,Angiosperm,Cochlearia pyrenaica x officinalis,Cochlearia pyrenaica x officinalis
Coeloglossum viride,Coeloglossum viride,Angiosperm,Frog Orchid,Frog Orchid
Coincya monensis,Coincya monensis,Angiosperm,Isle of Man Cabbage,Isle of Man Cabbage
Conium maculatum,Conium maculatum,Angiosperm,Hemlock,Hemlock
Conopodium majus,Conopodium majus,Angiosperm,Pignut,Pignut
Convallaria majalis,Convallaria majalis,Angiosperm,Lily-of-the-valley,Lily-of-the-valley
Convolvulus arvensis,Convolvulus arvensis,Angiosperm,Field Bindweed,Field Bindweed
Corallorrhiza trifida,Corallorrhiza trifida,Angiosperm,Coralroot Orchid,Coralroot Orchid
Cordyline australis,Cordyline australis,Angiosperm,Cabbage-palm,Cabbage-palm
Cornus sericea,Cornus sericea,Angiosperm,Red-osier Dogwood,Red-osier Dogwood
Cornus suecica,Cornus suecica,Angiosperm,Dwarf Cornel,Dwarf Cornel
Coronopus squamatus,Coronopus squamatus,Angiosperm,Swine-cress,Swine-cress
Corythucha arcuata ,Corythucha arcuata ,Angiosperm,Oak lace bug,Oak lace bug
Cotoneaster ellipticus ,Cotoneaster ellipticus ,Angiosperm,Lindleys contoneaster,Lindleys contoneaster
Cotoneaster horizontalis,Cotoneaster horizontalis,Angiosperm,Wall Cotoneaster,Wall Cotoneaster
Cotoneaster lucidus,Cotoneaster lucidus,Angiosperm,Shiny cotoneaster,Shiny cotoneaster
Cotoneaster moupinensis,Cotoneaster moupinensis,Angiosperm,Moupin cotoneaster,Moupin cotoneaster
Cotoneaster simonsii,Cotoneaster simonsii,Angiosperm,Himalayan Cotoneaster,Himalayan Cotoneaster
Cotoneaster vilmorinianus,Cotoneaster vilmorinianus,Angiosperm,Vimorins contoneaster,Vimorins contoneaster
Cotula dioica,Cotula dioica,Angiosperm,Buttonweed,Buttonweed
Crambe maritima,Crambe maritima,Angiosperm,Sea-kale,Sea-kale
Crassula aquatica,Crassula aquatica,Angiosperm,Pigmyweed,Pigmyweed
Crataegus laevigata,Crataegus laevigata,Angiosperm,Midland Hawthorn,Midland Hawthorn
Crepidula fornicata ,Crepidula fornicata ,Angiosperm,Slipper limpet,Slipper limpet
Crepis biennis,Crepis biennis,Angiosperm,Rough Hawks-beard,Rough Hawks-beard
Crepis capillaris,Crepis capillaris,Angiosperm,Smooth Hawks-beard,Smooth Hawks-beard
Crepis mollis,Crepis mollis,Angiosperm,Northern Hawks-beard,Northern Hawks-beard
Crepis paludosa,Crepis paludosa,Angiosperm,Marsh Hawks-beard,Marsh Hawks-beard
Crithmum maritimum,Crithmum maritimum,Angiosperm,Rock Samphire,Rock Samphire
Crocosmia pottsii x aurea = C. x crocosmiiflora,Crocosmia pottsii x aurea = C. x crocosmiiflora,Angiosperm,Montbretia,Montbretia
Cruciata laevipes,Cruciata laevipes,Angiosperm,Crosswort,Crosswort
Cuscuta epithymum,Cuscuta epithymum,Angiosperm,Dodder,Dodder
Cyclamen coum,Cyclamen coum,Angiosperm,Eastern sowbread,Eastern sowbread
Cymbalaria muralis,Cymbalaria muralis,Angiosperm,Ivy-leaved Toadflax,Ivy-leaved Toadflax
Cymbalaria muralis subsp. muralis,Cymbalaria muralis subsp. muralis,Angiosperm,Cymbalaria muralis subsp. muralis,Cymbalaria muralis subsp. muralis
Cynoglossum germanicum,Cynoglossum germanicum,Angiosperm,Green Hounds-tongue,Green Hounds-tongue
Cynoglossum officinale,Cynoglossum officinale,Angiosperm,Hounds-tongue,Hounds-tongue
Cynosurus cristatus,Cynosurus cristatus,Angiosperm,Crested Dogs-tail,Crested Dogs-tail
Cyperaceae,Cyperaceae,Angiosperm,Sedges,Sedges
Cyperus eragostis,Cyperus eragostis,Angiosperm,Pale galingale,Pale galingale
Cyperus rotundus,Cyperus rotundus,Angiosperm,Purple nutsedge,Purple nutsedge
Cytisus scoparius,Cytisus scoparius,Angiosperm,Broom,Broom
Cytisus scoparius subsp. scoparius,Cytisus scoparius subsp. scoparius,Angiosperm,Cytisus scoparius subsp. scoparius,Cytisus scoparius subsp. scoparius
Dactylis glomerata,Dactylis glomerata,Angiosperm,Cocks-foot,Cocks-foot
Dactylorhiza fuchsii,Dactylorhiza fuchsii,Angiosperm,Common Spotted-orchid,Common Spotted-orchid
Dactylorhiza incarnata,Dactylorhiza incarnata,Angiosperm,Early Marsh-orchid,Early Marsh-orchid
Dactylorhiza incarnata subsp. coccinea,Dactylorhiza incarnata subsp. coccinea,Angiosperm,Dactylorhiza incarnata subsp. coccinea,Dactylorhiza incarnata subsp. coccinea
Dactylorhiza lapponica,Dactylorhiza lapponica,Angiosperm,Lapland Marsh-orchid,Lapland Marsh-orchid
Dactylorhiza maculata,Dactylorhiza maculata,Angiosperm,Heath Spotted Orchid,Heath Spotted Orchid
Dactylorhiza maculata subsp. ericetorum,Dactylorhiza maculata subsp. ericetorum,Angiosperm,Dactylorhiza maculata subsp. ericetorum,Dactylorhiza maculata subsp. ericetorum
Dactylorhiza majalis,Dactylorhiza majalis,Angiosperm,Western Marsh-orchid,Western Marsh-orchid
Dactylorhiza purpurella,Dactylorhiza purpurella,Angiosperm,Northern Marsh-orchid,Northern Marsh-orchid
Dactylorhiza traunsteineri,Dactylorhiza traunsteineri,Angiosperm,Narrow-leaved Marsh-orchid,Narrow-leaved Marsh-orchid
Danthonia decumbens,Danthonia decumbens,Angiosperm,Heath-grass,Heath-grass
Daphne laureola,Daphne laureola,Angiosperm,Spurge-laurel,Spurge-laurel
Daucus carota,Daucus carota,Angiosperm,Wild Carrot,Wild Carrot
Deschampsia cespitosa,Deschampsia cespitosa,Angiosperm,Tufted Hair-grass,Tufted Hair-grass
Deschampsia flexuosa,Deschampsia flexuosa,Angiosperm,Wavy Hair-grass,Wavy Hair-grass
Deschampsia setacea,Deschampsia setacea,Angiosperm,Bog Hair-grass,Bog Hair-grass
Descurainia sophia,Descurainia sophia,Angiosperm,Flixweed,Flixweed
Dianthus deltoides,Dianthus deltoides,Angiosperm,Maiden Pink,Maiden Pink
Diapensia lapponica,Diapensia lapponica,Angiosperm,Diapensia,Diapensia
Digitalis purpurea,Digitalis purpurea,Angiosperm,Foxglove,Foxglove
Dipsacus fullonum,Dipsacus fullonum,Angiosperm,Wild Teasel,Wild Teasel
Disphyma crassifolium,Disphyma crassifolium,Angiosperm,Purple dewplant,Purple dewplant
Dittrichia graveolens,Dittrichia graveolens,Angiosperm,Stinkwort,Stinkwort
Doronicum pardalianches,Doronicum pardalianches,Angiosperm,Leopards-bane,Leopards-bane
Draba incana,Draba incana,Angiosperm,Hoary Whitlowgrass,Hoary Whitlowgrass
Draba muralis,Draba muralis,Angiosperm,Wall Whitlowgrass,Wall Whitlowgrass
Draba norvegica,Draba norvegica,Angiosperm,Rock Whitlowgrass,Rock Whitlowgrass
Dreissena polymorpha ,Dreissena polymorpha ,Angiosperm,Zebra mussel ,Zebra mussel 
Dreissena rostriformis bugensis ,Dreissena rostriformis bugensis ,Angiosperm,Quagga mussel ,Quagga mussel 
Drosera intermedia,Drosera intermedia,Angiosperm,Oblong-leaved Sundew,Oblong-leaved Sundew
Drosera longifolia,Drosera longifolia,Angiosperm,Great Sundew,Great Sundew
Drosera rotundifolia,Drosera rotundifolia,Angiosperm,Round-leaved Sundew,Round-leaved Sundew
Drosnthemum floribundum,Drosnthemum floribundum,Angiosperm,Pale dewplant,Pale dewplant
Dryas octopetala,Dryas octopetala,Angiosperm,Mountain Avens,Mountain Avens
Echium vulgare,Echium vulgare,Angiosperm,Vipers-bugloss,Vipers-bugloss
Egeria densa,Egeria densa,Angiosperm,Large-flowered waterweed,Large-flowered waterweed
Elaeagnus angustifolia,Elaeagnus angustifolia,Angiosperm,Oleaster,Oleaster
Elatine hexandra,Elatine hexandra,Angiosperm,Six-stamened Waterwort,Six-stamened Waterwort
Elatine hydropiper,Elatine hydropiper,Angiosperm,Eight-stamened Waterwort,Eight-stamened Waterwort
Eleocharis acicularis,Eleocharis acicularis,Angiosperm,Needle Spike-rush,Needle Spike-rush
Eleocharis austriaca,Eleocharis austriaca,Angiosperm,Northern Spike-rush,Northern Spike-rush
Eleocharis multicaulis,Eleocharis multicaulis,Angiosperm,Many-stalked Spike-rush,Many-stalked Spike-rush
Eleocharis palustris,Eleocharis palustris,Angiosperm,Common Spike-rush,Common Spike-rush
Eleocharis palustris subsp. palustris,Eleocharis palustris subsp. palustris,Angiosperm,Eleocharis palustris subsp. palustris,Eleocharis palustris subsp. palustris
Eleocharis quinqueflora,Eleocharis quinqueflora,Angiosperm,Few-flowered Spike-rush,Few-flowered Spike-rush
Eleocharis uniglumis,Eleocharis uniglumis,Angiosperm,Slender Spike-rush,Slender Spike-rush
Eleogiton fluitans,Eleogiton fluitans,Angiosperm,Floating Club-rush,Floating Club-rush
Elodea callitrichoides,Elodea callitrichoides,Angiosperm,South American waterweed,South American waterweed
Elodea canadensis,Elodea canadensis,Angiosperm,Canadian Waterweed,Canadian Waterweed
Elymus caninus,Elymus caninus,Angiosperm,Bearded Couch,Bearded Couch
Elytrigia atherica,Elytrigia atherica,Angiosperm,Sea Couch,Sea Couch
Elytrigia juncea,Elytrigia juncea,Angiosperm,Sand Couch,Sand Couch
Elytrigia repens,Elytrigia repens,Angiosperm,Common Couch,Common Couch
Elytrigia x acuta obtusiuscula,Elytrigia x acuta obtusiuscula,Angiosperm,Elytrigia x acuta obtusiuscula,Elytrigia x acuta obtusiuscula
Empetrum nigrum,Empetrum nigrum,Angiosperm,Crowberry,Crowberry
Epilobium alsinifolium,Epilobium alsinifolium,Angiosperm,Chickweed Willowherb,Chickweed Willowherb
Epilobium anagallidifolium,Epilobium anagallidifolium,Angiosperm,Alpine Willowherb,Alpine Willowherb
Epilobium brunnescens,Epilobium brunnescens,Angiosperm,New Zealand WillowAngiosperm,New Zealand WillowAngiosperm
Epilobium ciliatum,Epilobium ciliatum,Angiosperm,American Willow,American Willow
Epilobium hirsutum,Epilobium hirsutum,Angiosperm,Great Willowherb,Great Willowherb
Epilobium montanum,Epilobium montanum,Angiosperm,Broad-leaved Willowherb,Broad-leaved Willowherb
Epilobium obscurum,Epilobium obscurum,Angiosperm,Short-fruited Willowherb,Short-fruited Willowherb
Epilobium palustre,Epilobium palustre,Angiosperm,Marsh Willowherb,Marsh Willowherb
Epilobium parviflorum,Epilobium parviflorum,Angiosperm,Hoary Willowherb,Hoary Willowherb
Epilobium roseum,Epilobium roseum,Angiosperm,Pale Willowherb,Pale Willowherb
Epipactis atrorubens,Epipactis atrorubens,Angiosperm,Dark-red Helleborine,Dark-red Helleborine
Epipactis dunensis,Epipactis dunensis,Angiosperm,Dune Helleborine,Dune Helleborine
Epipactis helleborine,Epipactis helleborine,Angiosperm,Broad-leaved Helleborine,Broad-leaved Helleborine
Epipactis leptochila,Epipactis leptochila,Angiosperm,Narrow-lipped Helleborine,Narrow-lipped Helleborine
Epipactis palustris,Epipactis palustris,Angiosperm,Marsh Helleborine,Marsh Helleborine
Epipactis phyllanthes,Epipactis phyllanthes,Angiosperm,Green-flowered Helleborine,Green-flowered Helleborine
Epipactis youngiana,Epipactis youngiana,Angiosperm,Youngs Helleborine,Youngs Helleborine
Eranthis hyemalis,Eranthis hyemalis,Angiosperm,Winter Aconite,Winter Aconite
Erica cinerea,Erica cinerea,Angiosperm,Bell Heather,Bell Heather
Erica tetralix,Erica tetralix,Angiosperm,Cross-leaved Heath,Cross-leaved Heath
Erigeron acris,Erigeron acris,Angiosperm,Blue Fleabane,Blue Fleabane
Erigeron annuus subsp. septentrionalis,Erigeron annuus subsp. septentrionalis,Angiosperm,Erigeron annuus subsp. septentrionalis,Erigeron annuus subsp. septentrionalis
Erigeron borealis,Erigeron borealis,Angiosperm,Alpine Fleabane,Alpine Fleabane
Erigeron glaucus,Erigeron glaucus,Angiosperm,Seaside Daisy,Seaside Daisy
Erigeron karvinskianus,Erigeron karvinskianus,Angiosperm,Mexican Fleabane,Mexican Fleabane
Erinus alpinus,Erinus alpinus,Angiosperm,Fairy Foxglove,Fairy Foxglove
Eriocaulon aquaticum,Eriocaulon aquaticum,Angiosperm,Pipewort,Pipewort
Eriophorum angustifolium,Eriophorum angustifolium,Angiosperm,Common Cottongrass,Common Cottongrass
Eriophorum latifolium,Eriophorum latifolium,Angiosperm,Broad-leaved Cottongrass,Broad-leaved Cottongrass
Eriophorum vaginatum,Eriophorum vaginatum,Angiosperm,Hares-tail Cottongrass,Hares-tail Cottongrass
Erodium cicutarium,Erodium cicutarium,Angiosperm,Common Storks-bill,Common Storks-bill
Erodium lebelii,Erodium lebelii,Angiosperm,Sticky Storks-bill,Sticky Storks-bill
Erodium manescavi,Erodium manescavi,Angiosperm,Garden storks-bill,Garden storks-bill
Erodium maritimum,Erodium maritimum,Angiosperm,Sea Storks-bill,Sea Storks-bill
Erophila glabrescens,Erophila glabrescens,Angiosperm,Glabrous Whitlowgrass,Glabrous Whitlowgrass
Erophila majuscula,Erophila majuscula,Angiosperm,Hairy Whitlowgrass,Hairy Whitlowgrass
Erophila verna,Erophila verna,Angiosperm,Common Whitlowgrass,Common Whitlowgrass
Eryngium maritimum,Eryngium maritimum,Angiosperm,Sea-holly,Sea-holly
Erysimum cheiri,Erysimum cheiri,Angiosperm,Wallflower,Wallflower
Eupatorium cannabinum,Eupatorium cannabinum,Angiosperm,Hemp-agrimony,Hemp-agrimony
Euphorbia exigua,Euphorbia exigua,Angiosperm,Dwarf Spurge,Dwarf Spurge
Euphorbia helioscopia,Euphorbia helioscopia,Angiosperm,Sun Spurge,Sun Spurge
Euphorbia paralias,Euphorbia paralias,Angiosperm,Sea Spurge,Sea Spurge
Euphorbia peplus,Euphorbia peplus,Angiosperm,Petty Spurge,Petty Spurge
Euphorbia portlandica,Euphorbia portlandica,Angiosperm,Portland Spurge,Portland Spurge
Euphrasia,Euphrasia,Angiosperm,Eyebrights,Eyebrights
Euphrasia anglica,Euphrasia anglica,Angiosperm,Eyebright_English,Eyebright_English
Euphrasia arctica,Euphrasia arctica,Angiosperm,Eyebright_sp_ arctica,Eyebright_sp_ arctica
Euphrasia arctica subsp. borealis,Euphrasia arctica subsp. borealis,Angiosperm,Euphrasia arctica subsp. borealis,Euphrasia arctica subsp. borealis
Euphrasia campbelliae,Euphrasia campbelliae,Angiosperm,Eyebright_campbells,Eyebright_campbells
Euphrasia confusa,Euphrasia confusa,Angiosperm,Eyebright_sp_ confusa,Eyebright_sp_ confusa
Euphrasia foulaensis,Euphrasia foulaensis,Angiosperm,Eyebright_Foula,Eyebright_Foula
Euphrasia frigida,Euphrasia frigida,Angiosperm,Eyebright_sp_ frigida,Eyebright_sp_ frigida
Euphrasia heslop-harrisonii,Euphrasia heslop-harrisonii,Angiosperm,Eyebright_Heslop Harrisons,Eyebright_Heslop Harrisons
Euphrasia marshallii,Euphrasia marshallii,Angiosperm,Eyebright_Marshalls,Eyebright_Marshalls
Euphrasia micrantha,Euphrasia micrantha,Angiosperm,Eyebright_sp_ micrantha,Eyebright_sp_ micrantha
Euphrasia nemorosa,Euphrasia nemorosa,Angiosperm,Eyebright_sp_ nemorosa,Eyebright_sp_ nemorosa
Euphrasia ostenfeldii,Euphrasia ostenfeldii,Angiosperm,Eyebright_sp_ ostenfeldii,Eyebright_sp_ ostenfeldii
Euphrasia rostkoviana,Euphrasia rostkoviana,Angiosperm,Eyebright_sp_ rostkoviana,Eyebright_sp_ rostkoviana
Euphrasia rotundifolia,Euphrasia rotundifolia,Angiosperm,Eyebright_Round-leaved,Eyebright_Round-leaved
Euphrasia scottica,Euphrasia scottica,Angiosperm,Eyebright_Scots,Eyebright_Scots
Euphrasia tetraquetra,Euphrasia tetraquetra,Angiosperm,Eyebright_sp_ tetraquetra,Eyebright_sp_ tetraquetra
Fallopia convolvulus,Fallopia convolvulus,Angiosperm,Black-bindweed,Black-bindweed
Fallopia japonica,Fallopia japonica,Angiosperm,Japanese Knotweed,Japanese Knotweed
Fallopia sachalinensis,Fallopia sachalinensis,Angiosperm,Giant Knotweed,Giant Knotweed
Festuca altissima,Festuca altissima,Angiosperm,Wood Fescue,Wood Fescue
Festuca arenaria,Festuca arenaria,Angiosperm,Rush-leaved Fescue,Rush-leaved Fescue
Festuca arundinacea,Festuca arundinacea,Angiosperm,Tall Fescue,Tall Fescue
Festuca filiformis,Festuca filiformis,Angiosperm,Fine-leaved Sheeps-fescue,Fine-leaved Sheeps-fescue
Festuca gigantea,Festuca gigantea,Angiosperm,Giant Fescue,Giant Fescue
Festuca lemanii,Festuca lemanii,Angiosperm,Confused Fescue,Confused Fescue
Festuca ovina,Festuca ovina,Angiosperm,Sheeps-fescue,Sheeps-fescue
Festuca pratensis,Festuca pratensis,Angiosperm,Meadow Fescue,Meadow Fescue
Festuca rubra,Festuca rubra,Angiosperm,Red Fescue,Red Fescue
Festuca vivipara,Festuca vivipara,Angiosperm,Viviparous Sheeps-fescue,Viviparous Sheeps-fescue
Ficaria verna,Ficaria verna,Angiosperm,Lesser Celandine,Lesser Celandine
Filago minima,Filago minima,Angiosperm,Small Cudweed,Small Cudweed
Filago vulgaris,Filago vulgaris,Angiosperm,Common Cudweed,Common Cudweed
Filipendula ulmaria,Filipendula ulmaria,Angiosperm,Meadowsweet,Meadowsweet
Filipendula vulgaris,Filipendula vulgaris,Angiosperm,Dropwort,Dropwort
Foeniculum vulgare,Foeniculum vulgare,Angiosperm,Fennel,Fennel
Fragaria ananassa,Fragaria ananassa,Angiosperm,Garden Strawberry,Garden Strawberry
Fragaria vesca,Fragaria vesca,Angiosperm,Wild Strawberry,Wild Strawberry
Fraxinus excelsior,Fraxinus excelsior,Angiosperm,Ash,Ash
Fumaria bastardii,Fumaria bastardii,Angiosperm,Tall Ramping-fumitory,Tall Ramping-fumitory
Fumaria capreolata,Fumaria capreolata,Angiosperm,White Ramping-fumitory,White Ramping-fumitory
Fumaria densiflora,Fumaria densiflora,Angiosperm,Dense-flowered Fumitory,Dense-flowered Fumitory
Fumaria muralis,Fumaria muralis,Angiosperm,Common Ramping-fumitory,Common Ramping-fumitory
Fumaria muralis subsp. boraei,Fumaria muralis subsp. boraei,Angiosperm,Boreaus Ramping-fumitory,Boreaus Ramping-fumitory
Fumaria officinalis,Fumaria officinalis,Angiosperm,Common Fumitory,Common Fumitory
Fumaria parviflora,Fumaria parviflora,Angiosperm,Fine-leaved Fumitory,Fine-leaved Fumitory
Fumaria purpurea,Fumaria purpurea,Angiosperm,Purple Ramping-fumitory,Purple Ramping-fumitory
Gagea lutea,Gagea lutea,Angiosperm,Yellow Star-of-Bethlehem,Yellow Star-of-Bethlehem
Galanthus elwesii,Galanthus elwesii,Angiosperm,Greater Snowdrop,Greater Snowdrop
Galanthus nivalis,Galanthus nivalis,Angiosperm,Snowdrop,Snowdrop
Galanthus plicatus,Galanthus plicatus,Angiosperm,Pleated Snowdrop,Pleated Snowdrop
Galeopsis angustifolia,Galeopsis angustifolia,Angiosperm,Red Hemp-nettle,Red Hemp-nettle
Galeopsis bifida,Galeopsis bifida,Angiosperm,Bifid Hemp-nettle,Bifid Hemp-nettle
Galeopsis speciosa,Galeopsis speciosa,Angiosperm,Large-flowered Hemp-nettle,Large-flowered Hemp-nettle
Galeopsis tetrahit,Galeopsis tetrahit,Angiosperm,Common Hemp-nettle,Common Hemp-nettle
Galium aparine,Galium aparine,Angiosperm,Cleavers,Cleavers
Galium boreale,Galium boreale,Angiosperm,Northern Bedstraw,Northern Bedstraw
Galium mollugo,Galium mollugo,Angiosperm,Hedge Bedstraw,Hedge Bedstraw
Galium mollugo subsp. erectum,Galium mollugo subsp. erectum,Angiosperm,Upright Hedge Bedstraw,Upright Hedge Bedstraw
Galium odoratum,Galium odoratum,Angiosperm,Woodruff,Woodruff
Galium palustre,Galium palustre,Angiosperm,Common Marsh Bedstraw,Common Marsh Bedstraw
Galium saxatile,Galium saxatile,Angiosperm,Heath Bedstraw,Heath Bedstraw
Galium spurium,Galium spurium,Angiosperm,False cleavers,False cleavers
Galium sterneri,Galium sterneri,Angiosperm,Limestone Bedstraw,Limestone Bedstraw
Galium uliginosum,Galium uliginosum,Angiosperm,Fen Bedstraw,Fen Bedstraw
Galium verum,Galium verum,Angiosperm,Ladys Bedstraw,Ladys Bedstraw
Genista anglica,Genista anglica,Angiosperm,Petty Whin,Petty Whin
Genista monspessulana,Genista monspessulana,Angiosperm,Montpellier broom,Montpellier broom
Genista tinctoria,Genista tinctoria,Angiosperm,Dyers Greenweed,Dyers Greenweed
Gentiana,Gentiana,Angiosperm,Gentians,Gentians
Gentiana nivalis,Gentiana nivalis,Angiosperm,Alpine Gentian,Alpine Gentian
Gentianella amarella,Gentianella amarella,Angiosperm,Autumn Gentian,Autumn Gentian
Gentianella campestris,Gentianella campestris,Angiosperm,Field Gentian,Field Gentian
Geranium columbinum,Geranium columbinum,Angiosperm,Long-stalked Cranes-bill,Long-stalked Cranes-bill
Geranium dissectum,Geranium dissectum,Angiosperm,Cut-leaved Cranes-bill,Cut-leaved Cranes-bill
Geranium lucidum,Geranium lucidum,Angiosperm,Shining Cranes-bill,Shining Cranes-bill
Geranium molle,Geranium molle,Angiosperm,Doves-foot Cranes-bill,Doves-foot Cranes-bill
